account_id,account_number_hash,account_type,account_holder_person_id,account_holder_organization_id,financial_institution,branch_code,account_opening_date,account_closing_date,status,source_id,confidence_score,created_at,updated_at
A00337,ACCT8798941782,Business,P02840,,HDFC Bank,BR3309,2021-07-18,,Dormant,SRC028,0.98,2025-10-14 19:16:10,2026-03-11 06:22:09
A00338,ACCT8894042893,Business,P02911,,HDFC Bank,BR4707,2026-02-09,2025-02-14,Active,SRC007,0.95,2026-08-22 09:09:09,2026-09-04 23:59:59
A00339,ACCT5035955016,Savings,P02231,,HDFC Bank,BR6841,2025-04-21,,Dormant,SRC007,0.88,2024-08-04 11:34:02,2025-11-28 17:20:07
A00340,ACCT9708464987,Business,P01213,,Punjab National Bank,BR2268,2021-08-01,,Dormant,SRC008,0.86,2024-04-07 16:26:40,2025-06-19 09:00:05
A00341,ACCT5146732923,Savings,P00715,,ICICI Bank,BR2609,2020-12-18,,Closed,SRC028,0.97,2024-06-05 23:33:56,2025-12-06 03:46:52
A00342,ACCT1223970683,Current,P02990,,Punjab National Bank,BR4757,2021-08-05,,Under Review,SRC014,0.98,2024-12-18 13:10:48,2025-08-11 14:10:21
A00343,ACCT8110065302,Savings,P03629,,State Bank of India,BR7323,2018-09-10,,Active,SRC005,0.92,2026-02-19 06:48:03,2026-03-21 04:48:03
A00344,ACCT1392402944,Current,P01973,,HDFC Bank,BR1084,2018-09-13,,Active,SRC013,0.86,2024-07-22 07:16:47,2024-12-03 03:29:10
A00345,ACCT3853549700,Savings,P00793,,HDFC Bank,BR2410,2022-08-07,,Active,SRC007,0.92,2026-05-23 01:13:00,2026-05-30 17:13:00
A00346,ACCT8254638923,Savings,P02708,,HDFC Bank,BR1348,2022-08-10,,Closed,SRC012,0.89,2025-02-06 14:35:06,2025-03-05 00:35:06
A00347,ACCT5526459629,Current,,O0253,State Bank of India,BR6689,2026-01-24,,Under Review,SRC018,0.95,2024-01-15 10:45:25,2025-09-27 01:53:18
A00348,ACCT2925763895,Current,P00716,,ICICI Bank,BR3219,2024-07-16,,Active,SRC014,0.95,2024-04-23 05:37:15,2025-08-05 11:03:38
A00349,ACCT9555146959,Current,P02661,,Punjab National Bank,BR8858,2025-12-24,,Closed,SRC002,0.96,2025-03-08 06:13:58,2025-03-28 03:13:58
A00350,ACCT2146574251,Business,P02500,,Axis Bank,BR8569,2026-02-06,,Closed,SRC020,0.95,2025-11-21 13:55:39,2025-12-03 08:55:39
A00351,ACCT6242192474,Business,,O0303,Punjab National Bank,BR3305,2019-01-10,,Dormant,SRC010,0.96,2024-03-20 07:19:17,2026-03-12 04:44:08
A00352,ACCT3280640954,Savings,,O0053,State Bank of India,BR4163,2020-08-14,,Dormant,SRC011,0.88,2024-02-18 11:02:24,2026-07-25 04:09:14
A00353,ACCT8038814099,Business,,O0440,HDFC Bank,BR2540,2020-01-02,,Closed,SRC009,0.85,2024-10-31 23:34:27,2025-10-03 06:30:48
A00354,ACCT5491518887,Savings,P01753,,State Bank of India,BR4159,2023-12-17,,Under Review,SRC008,0.97,2024-02-22 23:18:42,2024-03-21 00:28:20
A00355,ACCT1496183576,Business,P02414,,Bank of Baroda,BR7331,2021-06-10,,Closed,SRC018,0.84,2025-06-28 21:53:53,2026-06-30 19:15:13
A00356,ACCT5488108408,Business,P02413,,HDFC Bank,BR1713,2018-01-04,,Under Review,SRC012,0.95,2024-07-30 22:09:13,2024-07-31 00:01:24
A00357,ACCT6239222928,Current,,O0099,Punjab National Bank,BR8780,2017-08-13,,Closed,SRC007,0.99,2024-07-22 19:19:45,2024-11-17 05:08:07
A00358,ACCT2108493006,Business,,O0319,State Bank of India,BR3011,2021-08-31,,Under Review,SRC001,0.92,2026-04-29 18:28:55,2026-05-18 09:28:55
A00359,ACCT1893206946,Business,,O0178,Bank of Baroda,BR7576,2025-04-14,,Dormant,SRC004,0.94,2025-04-23 06:24:50,2025-12-17 23:26:53
A00360,ACCT5114824312,Current,P02877,,Punjab National Bank,BR9114,2022-12-03,,Closed,SRC030,0.98,2025-03-01 16:18:26,2025-06-10 21:03:47
A00361,ACCT9797835871,Savings,P02675,,Axis Bank,BR4309,2019-01-04,,Active,SRC001,0.89,2025-10-15 09:15:10,2026-01-12 20:41:53
A00362,ACCT3737788306,Savings,P00473,,Axis Bank,BR7288,2023-12-05,,Closed,SRC028,0.94,2025-03-09 14:51:29,2025-12-07 09:59:43
A00363,ACCT3263184451,Savings,P01861,,Axis Bank,BR4979,2025-01-13,,Active,SRC016,0.81,2026-04-22 13:26:36,2026-05-16 14:26:36
A00364,ACCT7746092148,Current,P02102,,ICICI Bank,BR3815,2020-04-01,,Active,SRC010,0.97,2025-11-08 18:15:11,2025-12-07 20:15:11
A00365,ACCT4118611437,Savings,,O0218,Axis Bank,BR2370,2025-02-04,,Closed,SRC029,0.88,2026-02-03 17:58:14,2026-03-29 20:08:52
A00366,ACCT4103870277,Current,P01903,,Axis Bank,BR1708,2020-09-10,,Closed,SRC004,0.84,2024-09-09 02:11:17,2025-08-10 23:25:07
A00367,ACCT8140943467,Business,P01234,,ICICI Bank,BR4291,2016-11-15,,Under Review,SRC002,0.89,2026-03-16 20:31:28,2026-04-02 02:31:28
A00368,ACCT1638277579,Business,P03231,,HDFC Bank,BR4423,2024-07-04,,Dormant,SRC015,0.98,2026-05-13 11:18:09,2026-06-07 03:18:09
A00369,ACCT8672677636,Business,P03112,,Bank of Baroda,BR8689,2018-09-12,,Closed,SRC025,0.86,2024-02-20 22:07:41,2025-08-14 09:04:05
A00370,ACCT1998075067,Savings,P02919,,Punjab National Bank,BR3208,2020-07-23,,Under Review,SRC023,0.93,2024-10-10 13:44:46,2025-02-21 14:06:51
A00371,ACCT7218812724,Business,P01519,,Axis Bank,BR7326,2017-07-18,,Under Review,SRC029,0.83,2024-04-24 20:13:00,2024-05-01 13:13:00
A00372,ACCT1659360038,Business,P00301,,Bank of Baroda,BR4332,2018-01-27,2026-07-04,Under Review,SRC026,0.82,2025-03-09 16:12:26,2026-07-02 11:35:37
A00373,ACCT7157555242,Business,,O0497,Axis Bank,BR7802,2019-10-05,,Dormant,SRC022,0.93,2024-10-11 04:09:03,2026-01-11 15:50:17
A00374,ACCT6835680092,Business,P01833,,Axis Bank,BR2294,2023-01-29,,Dormant,SRC021,0.82,2025-04-26 04:32:57,2026-06-06 14:52:15
A00375,ACCT8155914132,Business,,O0004,Axis Bank,BR9307,2022-08-12,,Dormant,SRC027,0.9,2024-12-20 12:03:23,2025-01-11 11:03:23
A00376,ACCT2356289194,Current,P00691,,Axis Bank,BR2322,2024-04-18,,Closed,SRC002,0.81,2025-12-25 14:29:49,2026-01-08 08:29:49
A00377,ACCT1052577889,Current,P03283,,HDFC Bank,BR1287,2017-08-19,2025-12-02,Closed,SRC015,0.91,2024-01-01 06:06:48,2024-08-25 15:06:45
A00378,ACCT4483927067,Current,P01169,,HDFC Bank,BR7488,2024-01-10,,Dormant,SRC019,0.87,2026-08-26 04:32:49,2026-08-27 04:32:49
A00379,ACCT9230558415,Current,P01806,,Punjab National Bank,BR5456,2024-06-06,,Closed,SRC010,0.86,2026-01-19 21:18:55,2026-02-16 22:18:55
A00380,ACCT5886586276,Savings,,O0245,HDFC Bank,BR6591,2023-04-15,,Closed,SRC009,0.94,2026-01-31 06:30:01,2026-08-26 04:02:53
A00381,ACCT3955596453,Business,P02394,,Axis Bank,BR9284,2016-09-25,,Under Review,SRC022,0.89,2024-07-09 20:27:59,2025-05-06 19:23:18
A00382,ACCT2247048874,Business,,O0126,Bank of Baroda,BR9088,2023-03-26,,Closed,SRC026,0.95,2024-06-01 00:51:17,2024-09-30 18:39:16
A00383,ACCT6108079695,Business,P03774,,Axis Bank,BR9947,2020-01-04,,Closed,SRC006,0.89,2024-10-22 06:24:59,2024-11-09 06:24:59
A00384,ACCT7505488174,Business,P00445,,Axis Bank,BR3435,2019-08-07,,Dormant,SRC020,0.92,2024-04-25 01:51:32,2026-01-21 23:54:39
A00385,ACCT6333284828,Current,P02231,,Bank of Baroda,BR7354,2023-10-11,,Closed,SRC003,0.94,2025-12-10 07:00:49,2025-12-12 19:00:49
A00386,ACCT9787950613,Business,P00924,,Punjab National Bank,BR4046,2019-10-20,,Dormant,SRC018,0.87,2024-01-13 19:09:49,2025-12-20 09:02:33
A00387,ACCT9135473068,Savings,P03517,,State Bank of India,BR6263,2022-07-22,,Dormant,SRC020,0.91,2026-02-21 12:30:42,2026-03-13 23:30:42
A00388,ACCT5829161290,Savings,P03115,,Bank of Baroda,BR1813,2025-04-10,,Active,SRC004,0.84,2024-07-30 16:45:36,2025-08-27 23:29:42
A00389,ACCT9555912211,Current,P03994,,HDFC Bank,BR1370,2021-12-08,,Active,SRC009,0.84,2024-02-21 18:07:53,2025-11-30 11:16:18
A00390,ACCT1268667548,Savings,P03406,,Punjab National Bank,BR1131,2024-02-17,,Active,SRC024,0.98,2025-03-30 06:37:52,2025-04-17 20:37:52
A00391,ACCT9187903794,Savings,P00916,,HDFC Bank,BR7582,2017-12-26,,Dormant,SRC016,0.94,2024-07-24 02:28:25,2025-12-19 07:48:56
A00392,ACCT1218667830,Savings,P01284,,Bank of Baroda,BR7965,2023-08-22,,Under Review,SRC024,0.89,2026-07-17 03:22:46,2026-08-01 18:22:46
A00393,ACCT8648510068,Current,P03687,,State Bank of India,BR8201,2019-02-10,,Dormant,SRC014,0.82,2024-11-09 16:22:23,2024-12-04 13:22:23
A00394,ACCT2972017344,Current,,O0001,HDFC Bank,BR5137,2026-08-18,,Active,SRC021,0.9,2026-07-31 05:56:02,2026-08-25 03:56:02
A00395,ACCT5678382116,Business,P01064,,Bank of Baroda,BR6260,2020-11-10,,Closed,SRC008,0.87,2025-07-24 12:19:54,2025-08-07 02:19:54
A00396,ACCT9020658682,Current,P02272,,ICICI Bank,BR2829,2022-10-10,,Closed,SRC003,0.89,2025-04-21 14:09:46,2025-12-20 11:52:05
A00397,ACCT2144364553,Savings,P01963,,Bank of Baroda,BR5517,2018-10-04,,Under Review,SRC027,0.94,2024-10-23 19:35:51,2024-11-22 07:35:51
A00398,ACCT6041378365,Business,,O0277,Axis Bank,BR8352,2023-04-21,,Dormant,SRC006,0.81,2024-09-29 21:25:09,2025-09-24 10:22:35
A00399,ACCT5340733299,Savings,P00209,,Bank of Baroda,BR8557,2023-03-02,,Closed,SRC016,0.82,2024-10-01 01:11:57,2025-11-06 11:10:21
A00400,ACCT8643980231,Savings,P02562,,Axis Bank,BR8255,2026-06-13,,Active,SRC005,0.93,2026-08-18 00:42:33,2026-08-29 04:42:33
A00401,ACCT5975001519,Business,P01726,,Punjab National Bank,BR4311,2022-05-15,,Under Review,SRC017,0.87,2024-02-15 16:51:57,2024-04-28 04:39:02
A00402,ACCT6403427650,Current,P02585,,HDFC Bank,BR8413,2024-06-30,,Dormant,SRC007,0.92,2026-04-22 18:59:53,2026-05-13 22:59:53
A00403,ACCT7913644020,Savings,P03388,,HDFC Bank,BR9813,2025-11-06,,Under Review,SRC024,0.88,2024-04-11 16:22:46,2024-11-24 16:11:14
A00404,ACCT3717284447,Current,,O0376,ICICI Bank,BR9185,2021-07-24,,Closed,SRC023,0.89,2025-04-02 00:47:01,2026-06-26 02:22:04
A00405,ACCT1589524185,Business,P03883,,Punjab National Bank,BR9033,2019-06-16,,Dormant,SRC023,0.83,2025-08-05 22:26:43,2025-08-25 01:26:43
A00406,ACCT4818042892,Current,P02624,,Bank of Baroda,BR2121,2021-10-23,,Active,SRC025,0.84,2024-09-11 06:13:36,2025-04-29 01:01:23
A00407,ACCT5397748122,Savings,P00263,,Bank of Baroda,BR6969,2018-04-03,,Active,SRC010,0.87,2025-08-31 05:30:15,2025-09-16 00:30:15
A00408,ACCT3881808668,Savings,P02068,,Bank of Baroda,BR8348,2025-10-31,,Under Review,SRC028,0.94,2024-02-08 14:09:08,2026-08-19 00:05:53
A00409,ACCT9608994080,Business,P00533,,ICICI Bank,BR1312,2018-01-30,,Dormant,SRC021,0.93,2025-08-27 14:48:26,2025-08-31 18:48:26
A00410,ACCT5812057849,Current,P03096,,Punjab National Bank,BR6713,2018-08-19,,Under Review,SRC024,0.81,2024-08-11 22:11:20,2025-03-05 21:52:50
A00411,ACCT7433604349,Business,P02016,,Bank of Baroda,BR6235,2019-10-14,,Active,SRC025,0.96,2024-12-17 16:23:35,2026-02-02 03:17:10
A00412,ACCT9578470978,Business,P03138,,Punjab National Bank,BR6379,2023-12-04,2025-01-15,Dormant,SRC010,0.93,2024-10-16 10:58:53,2025-03-17 15:23:10
A00413,ACCT3230266941,Current,P02683,,Axis Bank,BR7652,2021-04-01,2025-04-15,Closed,SRC012,0.99,2025-04-03 12:51:04,2026-05-12 17:19:53
A00414,ACCT3190061037,Savings,P03132,,Axis Bank,BR4752,2020-03-27,,Active,SRC028,0.99,2025-02-26 08:43:26,2026-08-19 18:35:40
A00415,ACCT6606797194,Current,P02784,,Punjab National Bank,BR3413,2025-10-11,,Closed,SRC012,0.88,2024-10-19 14:23:44,2026-08-27 17:37:20
A00416,ACCT6779449964,Current,,O0107,ICICI Bank,BR9775,2017-06-29,,Dormant,SRC001,0.87,2025-03-11 16:13:51,2025-03-26 19:13:51
A00417,ACCT8369971067,Business,P00063,,Axis Bank,BR4990,2024-09-16,,Under Review,SRC026,0.84,2024-10-19 09:30:41,2026-03-26 14:23:34
A00418,ACCT4383088808,Savings,P01579,,State Bank of India,BR2157,2024-08-29,,Under Review,SRC020,0.82,2024-12-22 15:07:14,2025-12-29 17:29:11
A00419,ACCT6417781943,Current,P01236,,Axis Bank,BR1273,2017-07-21,,Dormant,SRC027,0.84,2026-03-25 02:29:22,2026-04-20 02:29:22
A00420,ACCT5352843328,Savings,P00791,,HDFC Bank,BR3215,2021-06-19,,Dormant,SRC010,0.91,2024-04-19 00:31:36,2026-05-28 22:02:01
A00421,ACCT9698215028,Current,P01364,,Axis Bank,BR3947,2020-10-29,,Dormant,SRC028,0.97,2025-04-10 14:45:53,2026-05-24 00:02:03
A00422,ACCT4345724598,Current,,O0066,State Bank of India,BR7488,2025-11-20,,Dormant,SRC002,0.93,2024-01-06 22:35:07,2024-06-02 04:41:09
A00423,ACCT5724729780,Business,P02256,,State Bank of India,BR2308,2023-07-05,,Active,SRC024,0.92,2026-07-03 00:42:18,2026-07-29 18:42:18
A00424,ACCT3013299702,Business,P00893,,HDFC Bank,BR6124,2025-06-10,,Dormant,SRC006,0.92,2024-05-24 01:14:32,2026-07-10 07:22:16
A00425,ACCT5641205630,Current,,O0311,ICICI Bank,BR7045,2019-08-21,,Under Review,SRC014,0.83,2025-04-10 17:55:05,2025-04-25 09:05:12
A00426,ACCT2943123317,Savings,P03829,,State Bank of India,BR4819,2018-01-05,,Dormant,SRC021,0.84,2026-03-16 02:06:21,2026-04-13 10:06:21
A00427,ACCT2169117906,Business,,O0067,Bank of Baroda,BR6426,2018-03-06,,Closed,SRC008,0.82,2026-08-11 17:06:20,2026-08-28 03:06:20
A00428,ACCT3482706937,Savings,,O0434,Punjab National Bank,BR5770,2022-11-23,,Closed,SRC020,0.94,2025-04-10 15:37:51,2025-05-02 19:37:51
A00429,ACCT7044563038,Current,P00466,,HDFC Bank,BR5776,2026-01-14,,Dormant,SRC018,0.81,2024-11-13 00:17:24,2024-12-09 21:17:24
A00430,ACCT2112076201,Business,P01290,,HDFC Bank,BR6114,2017-07-01,,Under Review,SRC003,0.92,2026-06-19 02:08:43,2026-06-29 22:08:43
A00431,ACCT4188004429,Current,P02759,,Bank of Baroda,BR1528,2026-06-03,,Under Review,SRC013,0.99,2024-05-14 01:38:01,2026-02-27 10:54:10
A00432,ACCT8009697281,Current,P02558,,HDFC Bank,BR8101,2017-10-13,2025-03-11,Under Review,SRC005,0.89,2025-06-21 20:29:48,2025-06-30 02:29:48
A00433,ACCT6048096198,Business,P02455,,ICICI Bank,BR9555,2018-12-04,,Dormant,SRC001,0.99,2026-06-11 10:42:25,2026-06-25 08:42:25
A00434,ACCT7461039056,Business,P02972,,State Bank of India,BR7158,2020-01-13,2025-05-31,Dormant,SRC021,0.81,2024-06-12 04:36:49,2025-04-12 12:31:08
A00435,ACCT1471991947,Business,P00340,,HDFC Bank,BR8505,2020-04-06,,Dormant,SRC024,0.85,2024-11-26 03:19:40,2025-10-17 01:05:42
A00436,ACCT3796731760,Savings,P00005,,Bank of Baroda,BR8362,2017-03-07,,Active,SRC010,0.85,2026-03-02 21:31:06,2026-03-13 11:31:06
A00437,ACCT9094956935,Business,P01534,,Punjab National Bank,BR7962,2023-08-09,,Dormant,SRC008,0.94,2025-06-10 20:12:36,2025-07-06 04:12:36
A00438,ACCT1835583744,Savings,P01115,,State Bank of India,BR7040,2025-04-17,,Dormant,SRC011,0.88,2026-02-09 10:37:57,2026-03-09 10:37:57
A00439,ACCT3565009326,Business,,O0134,HDFC Bank,BR2839,2022-04-07,,Closed,SRC020,0.94,2024-11-04 18:36:55,2026-04-10 03:17:20
A00440,ACCT5685330983,Business,P00151,,Bank of Baroda,BR1804,2017-08-15,,Under Review,SRC006,0.9,2026-08-29 11:38:45,2026-09-03 12:38:45
A00441,ACCT9542973769,Current,,O0342,Bank of Baroda,BR6090,2022-08-21,,Under Review,SRC016,0.96,2024-01-01 11:19:11,2024-09-04 08:36:32
A00442,ACCT3032818599,Savings,,O0385,State Bank of India,BR7488,2018-07-23,,Under Review,SRC014,0.89,2024-09-23 18:17:07,2026-04-14 16:34:26
A00443,ACCT1510611031,Current,P02277,,Axis Bank,BR6632,2022-07-18,,Dormant,SRC022,0.96,2024-12-22 15:39:52,2026-04-30 11:41:42
A00444,ACCT3693072922,Current,P03291,,Punjab National Bank,BR1815,2020-05-28,,Under Review,SRC013,0.99,2024-03-26 10:57:22,2024-03-29 14:57:22
A00445,ACCT7003219069,Savings,P03832,,Bank of Baroda,BR9523,2020-05-25,2026-03-10,Active,SRC017,0.82,2025-08-18 19:08:19,2025-09-11 03:08:19
A00446,ACCT4650698423,Current,,O0281,Bank of Baroda,BR3345,2022-04-11,,Dormant,SRC011,0.91,2024-11-19 00:08:51,2025-03-31 02:36:32
A00447,ACCT9737189825,Savings,P02420,,Punjab National Bank,BR8776,2023-09-02,,Closed,SRC011,0.96,2024-02-13 00:11:08,2025-12-10 20:09:39
A00448,ACCT8183069999,Business,P02537,,HDFC Bank,BR4870,2020-12-01,,Dormant,SRC008,0.87,2025-01-26 06:18:42,2026-07-16 17:15:27
A00449,ACCT2646900346,Savings,P02609,,Bank of Baroda,BR2335,2017-01-02,,Under Review,SRC021,0.96,2025-10-20 22:25:14,2025-10-29 04:25:14
A00450,ACCT8534103016,Savings,P00850,,Punjab National Bank,BR9271,2020-12-03,,Dormant,SRC001,0.92,2024-09-07 22:13:49,2024-09-08 17:13:49
A00451,ACCT8911133082,Business,P01714,,State Bank of India,BR4040,2023-03-19,,Active,SRC023,0.86,2024-09-29 11:28:53,2025-07-24 07:42:21
A00452,ACCT3525112314,Savings,P01429,,Bank of Baroda,BR9405,2016-10-17,,Closed,SRC021,0.83,2025-02-28 17:09:14,2026-03-30 04:14:15
A00453,ACCT3624669319,Savings,P02019,,HDFC Bank,BR3083,2023-06-19,,Under Review,SRC004,0.83,2026-08-05 20:40:52,2026-08-22 13:40:52
A00454,ACCT5608330476,Current,P01017,,State Bank of India,BR9886,2020-06-07,,Active,SRC016,0.92,2025-05-20 21:02:15,2025-05-30 17:02:15
A00455,ACCT2812753763,Current,P00425,,Punjab National Bank,BR5197,2022-07-01,,Active,SRC011,0.92,2024-01-24 21:40:02,2025-06-13 01:12:55
A00456,ACCT4226376679,Savings,,O0161,Axis Bank,BR8073,2019-11-23,,Closed,SRC021,0.91,2024-12-15 13:52:05,2025-01-12 16:52:05
A00457,ACCT7786285262,Business,P02415,,Punjab National Bank,BR4598,2026-02-28,2025-03-14,Under Review,SRC017,0.89,2024-02-04 10:11:17,2025-09-07 11:01:34
A00458,ACCT7263654367,Current,,O0236,ICICI Bank,BR5048,2020-08-26,,Active,SRC028,0.99,2025-09-19 13:24:42,2025-09-20 03:24:42
A00459,ACCT2126965141,Current,P03005,,Axis Bank,BR8932,2018-10-16,,Under Review,SRC015,0.96,2024-04-22 19:41:14,2025-09-21 12:44:40
A00460,ACCT5181746467,Current,P01696,,State Bank of India,BR4759,2023-06-20,2025-02-05,Dormant,SRC012,0.92,2024-09-08 04:52:15,2025-10-13 00:17:22
A00461,ACCT7396779812,Current,P01610,,Punjab National Bank,BR3790,2024-06-20,,Dormant,SRC027,0.95,2024-04-22 12:59:02,2024-04-26 23:59:02
A00462,ACCT2400601557,Business,P03049,,Bank of Baroda,BR9172,2022-03-24,,Closed,SRC028,0.89,2025-04-04 20:48:03,2025-08-09 11:59:37
A00463,ACCT2130375174,Current,P01546,,HDFC Bank,BR5953,2019-05-28,,Active,SRC026,0.94,2024-03-24 13:34:40,2026-06-25 01:56:04
A00464,ACCT3587588933,Business,P03575,,ICICI Bank,BR3000,2022-12-19,,Dormant,SRC010,0.88,2024-11-06 04:26:37,2024-11-08 18:26:37
A00465,ACCT5705204006,Business,P00944,,Punjab National Bank,BR9071,2020-02-20,,Closed,SRC006,0.92,2024-12-07 16:56:50,2025-01-21 06:56:21
A00466,ACCT1812130731,Current,P03122,,Bank of Baroda,BR2011,2017-05-08,,Dormant,SRC007,0.9,2025-11-20 23:36:57,2025-11-21 03:36:57
A00467,ACCT5399214632,Current,P00314,,Bank of Baroda,BR6065,2025-01-11,,Active,SRC004,0.88,2024-08-09 14:31:14,2025-06-06 05:20:53
A00468,ACCT4389277678,Savings,P03666,,HDFC Bank,BR3176,2023-06-19,2026-04-27,Closed,SRC019,0.95,2026-06-11 21:08:08,2026-06-23 15:08:08
A00469,ACCT2551417444,Savings,P01173,,Punjab National Bank,BR9269,2021-12-27,,Closed,SRC006,0.81,2026-01-12 12:07:03,2026-02-02 16:07:03
A00470,ACCT1280114721,Current,P03765,,Punjab National Bank,BR5551,2022-02-27,,Dormant,SRC012,0.89,2024-07-16 21:07:12,2024-07-25 17:07:12
A00471,ACCT3617568755,Current,P02293,,Punjab National Bank,BR8604,2021-03-04,,Dormant,SRC008,0.96,2024-06-17 09:21:57,2024-07-12 01:21:57
A00472,ACCT9139604633,Business,P00977,,HDFC Bank,BR1377,2017-12-02,,Closed,SRC026,0.91,2024-08-25 23:40:19,2024-09-21 13:40:19
A00473,ACCT2286356508,Business,P00115,,Bank of Baroda,BR7038,2018-08-31,,Active,SRC024,0.96,2025-10-17 03:12:35,2026-03-24 10:50:33
A00474,ACCT1919757113,Savings,P03313,,HDFC Bank,BR4275,2021-07-30,,Under Review,SRC008,0.8,2026-08-20 04:20:44,2026-08-31 04:20:44
A00475,ACCT9911306793,Savings,P03070,,Axis Bank,BR8831,2025-03-04,,Closed,SRC023,0.9,2025-03-05 08:08:06,2025-03-09 08:16:10
A00476,ACCT9513293258,Current,P01069,,State Bank of India,BR9377,2019-07-29,,Active,SRC011,0.83,2025-05-17 00:10:22,2025-05-21 03:27:11
A00477,ACCT5499366144,Current,P01531,,Punjab National Bank,BR5432,2025-01-26,,Active,SRC001,0.89,2025-01-04 06:00:53,2025-01-27 01:00:53
A00478,ACCT1564691782,Current,P00044,,Bank of Baroda,BR7218,2016-09-24,,Under Review,SRC012,0.83,2025-10-10 18:38:19,2025-10-21 21:38:19
A00479,ACCT7997592855,Savings,P02611,,State Bank of India,BR1950,2022-05-29,,Active,SRC008,0.87,2026-05-08 22:49:02,2026-05-23 21:49:02
A00480,ACCT1230851165,Current,P03642,,ICICI Bank,BR7352,2021-09-21,,Active,SRC027,0.98,2024-12-13 11:18:04,2026-06-17 10:26:15
A00481,ACCT8974922996,Savings,P00599,,Punjab National Bank,BR4470,2017-12-31,,Closed,SRC029,0.85,2024-03-11 03:19:32,2024-04-02 22:16:26
A00482,ACCT8736705150,Current,P01934,,Bank of Baroda,BR9718,2023-03-26,,Under Review,SRC029,0.84,2025-02-06 14:25:50,2025-05-15 12:11:22
A00483,ACCT5806041283,Business,P00714,,Punjab National Bank,BR5790,2021-09-01,,Closed,SRC006,0.92,2025-01-13 15:14:35,2025-11-14 18:03:26
A00484,ACCT9247117049,Business,P02691,,Axis Bank,BR1845,2025-10-19,,Closed,SRC005,0.88,2025-04-06 16:03:32,2025-04-13 21:03:32
A00485,ACCT6915177571,Current,P01145,,Axis Bank,BR4493,2017-05-24,,Under Review,SRC026,0.97,2026-08-15 05:18:46,2026-09-01 17:18:46
A00486,ACCT8592068727,Savings,P03354,,HDFC Bank,BR5250,2024-11-08,,Under Review,SRC022,0.86,2025-02-27 14:59:49,2025-07-12 01:44:04
A00487,ACCT3525700244,Business,P02192,,Bank of Baroda,BR1229,2023-07-25,,Closed,SRC023,0.94,2025-10-21 05:16:05,2026-08-02 20:06:44
A00488,ACCT4997654498,Current,,O0489,HDFC Bank,BR8993,2021-12-13,,Closed,SRC006,0.8,2026-02-21 07:39:36,2026-03-15 15:39:36
A00489,ACCT7958911780,Business,P01088,,Punjab National Bank,BR4285,2019-07-20,,Under Review,SRC016,0.85,2025-09-23 20:30:45,2025-12-12 08:39:59
A00490,ACCT3948281293,Current,P03016,,HDFC Bank,BR2920,2022-11-09,,Closed,SRC029,0.98,2024-11-20 07:42:23,2024-12-06 07:42:23
A00491,ACCT9799988651,Current,,O0389,ICICI Bank,BR3388,2026-05-16,,Active,SRC003,0.85,2025-08-05 17:57:36,2025-08-27 11:57:36
A00492,ACCT7878592787,Savings,P00901,,ICICI Bank,BR7114,2026-02-15,,Active,SRC013,0.8,2025-02-17 18:24:29,2025-03-08 21:24:29
A00493,ACCT3969917159,Current,P03590,,Bank of Baroda,BR3425,2024-06-26,,Under Review,SRC008,0.95,2026-07-01 01:31:39,2026-07-07 17:31:39
A00494,ACCT7945002609,Current,P00191,,State Bank of India,BR7056,2023-08-14,,Active,SRC007,0.96,2025-10-07 14:15:40,2025-10-17 01:15:40
A00495,ACCT1549761147,Business,P02222,,State Bank of India,BR4146,2018-05-14,2026-01-09,Active,SRC011,0.96,2025-05-06 08:38:44,2026-02-15 06:43:25
A00496,ACCT2191852152,Savings,P01385,,Axis Bank,BR6745,2021-12-23,,Under Review,SRC022,0.94,2024-11-14 00:25:17,2025-10-05 19:17:09
A00497,ACCT7732124485,Current,P01346,,Bank of Baroda,BR6174,2020-03-21,,Active,SRC003,0.98,2025-11-20 01:32:47,2025-12-15 21:32:47
A00498,ACCT9235584562,Savings,P03257,,Axis Bank,BR7356,2017-03-23,,Under Review,SRC011,0.9,2024-04-27 01:46:59,2026-03-19 18:12:26
A00499,ACCT2514330422,Current,P02940,,Bank of Baroda,BR5769,2017-10-20,,Under Review,SRC026,0.92,2025-11-18 15:20:18,2025-12-11 17:20:18
A00500,ACCT3322961667,Current,P00080,,HDFC Bank,BR9039,2026-02-26,,Dormant,SRC026,0.86,2025-09-07 02:23:36,2025-10-05 00:23:36
A00501,ACCT5972595944,Current,P02487,,Bank of Baroda,BR6901,2018-06-24,,Dormant,SRC008,0.93,2024-03-20 11:17:37,2024-12-09 15:25:38
A00502,ACCT4947440152,Current,,O0486,State Bank of India,BR5418,2021-07-21,2025-09-23,Under Review,SRC030,0.9,2026-08-30 14:35:51,2026-09-04 23:59:59
A00503,ACCT6563348992,Savings,P03143,,Axis Bank,BR1688,2020-03-15,,Dormant,SRC028,0.81,2025-06-06 07:42:03,2026-01-18 13:30:06
A00504,ACCT4451636029,Business,P01662,,HDFC Bank,BR1242,2018-07-02,,Active,SRC018,0.91,2026-06-16 00:41:40,2026-06-23 05:41:40
A00505,ACCT7414678887,Business,P00624,,Punjab National Bank,BR2358,2024-08-14,,Dormant,SRC026,0.93,2024-12-07 16:51:20,2025-09-29 20:01:13
