observation_id,observation_type,entity_type,entity_id,location_id,observation_timestamp,description,vehicle_id,source_system,observer_type,evidence_id,confidence_score,created_at
OBS006038,SURVEILLANCE,PERSON,P00224,L02490,2026-11-12 02:23:56,An observation associated Sneha Patel with the area around Office 726; corroboration is required.,,Field_Log,Automated_Camera,EV17038,0.77,2026-04-13 11:11:16
OBS006039,PATROL,PERSON,P00849,L02139,2026-04-09 09:22:44,An observation associated Nikhil Verma with the area around Mall 567; corroboration is required.,,Field_Log,CCTV_System,EV17039,0.85,2025-06-23 21:18:43
OBS006040,INTELLIGENCE,PERSON,P01062,L00646,2025-11-25 03:12:51,An observation associated Aarav Khan with the area around Station 618; corroboration is required.,,Synthetic_Intelligence_Feed,Automated_Camera,EV17040,0.85,2026-01-15 22:19:56
OBS006041,ANPR,VEHICLE,V00129,L00220,2026-06-15 00:21:14,An observation associated MH05CD9054 with the area around Mall 486; corroboration is required.,V00129,Field_Log,Officer,EV17041,0.82,2025-12-08 11:23:24
OBS006042,FIELD_OBSERVATION,VEHICLE,V00306,L02083,2025-02-15 10:53:53,Source FIELD_OBSERVATION recorded KA76GH3866 at Office 548 around 10:53.,V00306,CCTV_Network,Officer,EV17042,0.96,2025-11-27 07:26:18
OBS006043,CCTV,ORGANIZATION,O0408,L00639,2026-04-02 03:33:06,An observation associated Jain Enterprises with the area around Office 312; corroboration is required.,,Field_Log,CCTV_System,EV17043,0.76,2025-07-22 15:04:16
OBS006044,SURVEILLANCE,PERSON,P00880,L01731,2026-10-16 19:49:18,Person Mohit Tiwari was observed near Warehouse 719 in Delhi.,,Synthetic_Intelligence_Feed,Patrol_Unit,EV17044,0.81,2025-05-23 18:00:14
OBS006045,PATROL,PHONE,PH02323,L00618,2026-08-24 11:48:57,An observation associated 945****164 with the area around Apartment 708; corroboration is required.,,ANPR_System,Automated_Camera,EV17045,0.83,2026-02-02 03:38:52
OBS006046,INTELLIGENCE,VEHICLE,V00766,L00983,2026-07-07 10:26:22,An observation associated DL12EF8182 with the area around Hotel 786; corroboration is required.,V00766,Field_Log,Analyst,EV17046,0.77,2025-01-31 00:17:22
OBS006047,ANPR,PERSON,P03621,L00750,2026-02-06 11:36:31,Source ANPR recorded Sanjay Chauhan at Junction 740 around 11:36.,,ANPR_System,CCTV_System,EV17047,0.84,2026-09-27 13:00:06
OBS006048,FIELD_OBSERVATION,PHONE,PH04129,L01835,2025-01-13 18:49:02,An observation associated 956****104 with the area around Warehouse 674; corroboration is required.,,Field_Log,Patrol_Unit,EV17048,0.85,2025-04-11 05:28:01
OBS006049,CCTV,ORGANIZATION,O0155,L02274,2026-07-14 03:25:18,Organization Yadav Trading was observed near Apartment 136 in Kota.,,Field_Log,Analyst,EV17049,0.82,2026-01-04 11:07:46
OBS006050,SURVEILLANCE,PERSON,P03127,L00309,2026-05-18 12:05:42,Person Raj Tiwari was observed near Hotel 954 in Nagpur.,,CCTV_Network,CCTV_System,EV17050,0.92,2025-02-02 10:20:50
OBS006051,PATROL,PERSON,P01928,L01364,2026-09-04 23:18:09,Source PATROL recorded Varun Rathore at Road 132 around 23:18.,V00239,ANPR_System,Automated_Camera,EV17051,0.90,2025-08-28 15:40:43
OBS006052,INTELLIGENCE,PERSON,P00286,L00505,2026-07-25 19:40:41,An observation associated Vikram Jain with the area around Warehouse 153; corroboration is required.,,Synthetic_Intelligence_Feed,Patrol_Unit,EV17052,0.88,2026-07-27 15:12:40
OBS006053,ANPR,ACCOUNT,A00648,L01168,2025-05-26 16:17:08,Account ACCT****7829 was observed near Mall 830 in Kota.,,Synthetic_Intelligence_Feed,Analyst,EV17053,0.84,2025-07-01 13:28:12
OBS006054,FIELD_OBSERVATION,ORGANIZATION,O0488,L01983,2025-08-03 13:27:07,Source FIELD_OBSERVATION recorded Mehta Solutions at Road 317 around 13:27.,,Synthetic_Intelligence_Feed,Analyst,EV17054,0.84,2026-07-09 06:05:31
OBS006055,CCTV,PERSON,P01029,L00321,2026-10-23 12:52:26,An observation associated Deepak Joshi with the area around Office 700; corroboration is required.,V00879,Field_Log,Officer,EV17055,0.85,2025-03-07 18:55:08
OBS006056,SURVEILLANCE,PHONE,PH00953,L01398,2026-11-25 07:20:00,Phone 983****770 was observed near Warehouse 940 in Gurugram.,,Synthetic_Intelligence_Feed,CCTV_System,EV17056,0.93,2026-09-06 18:48:36
OBS006057,PATROL,ORGANIZATION,O0410,L00024,2026-12-14 20:18:47,Organization Rathore Logistics was observed near Warehouse 547 in Kota.,,Field_Log,Automated_Camera,EV17057,0.90,2025-10-15 10:23:17
OBS006058,INTELLIGENCE,ORGANIZATION,O0466,L00101,2025-11-13 17:47:43,Source INTELLIGENCE recorded Bansal Services at Hotel 451 around 17:47.,,Field_Log,CCTV_System,EV17058,0.97,2026-03-06 01:18:11
OBS006059,ANPR,PERSON,P03647,L00879,2026-09-16 09:54:14,Person Pooja Joshi was observed near Market 321 in Gwalior.,,ANPR_System,Officer,EV17059,0.78,2026-06-20 13:43:13
OBS006060,FIELD_OBSERVATION,ORGANIZATION,O0320,L02379,2026-10-11 12:39:35,Organization Yadav Services was observed near Market 488 in Kota.,,CCTV_Network,Automated_Camera,EV17060,0.85,2026-10-19 12:08:29
OBS006061,CCTV,PERSON,P03744,L01964,2025-03-01 11:34:11,Source CCTV recorded Sneha Joshi at Office 471 around 11:34.,,Synthetic_Intelligence_Feed,Analyst,EV17061,0.89,2025-07-25 09:48:14
OBS006062,SURVEILLANCE,VEHICLE,V00808,L00589,2026-10-29 15:06:38,Source SURVEILLANCE recorded MH52JK9408 at Apartment 204 around 15:06.,V00808,Field_Log,CCTV_System,EV17062,0.87,2025-07-04 06:19:05
OBS006063,PATROL,PERSON,P01775,L01045,2025-05-22 13:05:32,Source PATROL recorded Karan Yadav at Warehouse 489 around 13:05.,,Synthetic_Intelligence_Feed,Automated_Camera,EV17063,0.72,2025-07-07 23:45:21
OBS006064,INTELLIGENCE,VEHICLE,V01099,L02175,2026-11-29 05:53:46,An observation associated UP55JK8265 with the area around Apartment 118; corroboration is required.,V01099,ANPR_System,Analyst,EV17064,0.94,2025-03-25 09:59:39
OBS006065,ANPR,PERSON,P00898,L01248,2026-09-28 00:15:10,Person Kabir Malhotra was observed near Apartment 685 in Gurugram.,V01028,CCTV_Network,Officer,EV17065,0.93,2025-08-27 14:39:23
OBS006066,FIELD_OBSERVATION,PERSON,P01072,L00779,2026-02-28 02:48:28,Source FIELD_OBSERVATION recorded Sanjay Shah at Hotel 901 around 02:48.,,ANPR_System,CCTV_System,EV17066,0.75,2026-01-29 23:25:18
OBS006067,CCTV,PERSON,P02838,L00994,2025-09-10 15:21:50,An observation associated Ankit Gupta with the area around Industrial Area 507; corroboration is required.,,CCTV_Network,Analyst,EV17067,0.90,2025-04-13 23:55:57
OBS006068,SURVEILLANCE,PERSON,P00055,L00338,2026-04-05 14:50:19,Source SURVEILLANCE recorded Rohan Gupta at Station 79 around 14:50.,,CCTV_Network,CCTV_System,EV17068,0.95,2026-10-26 13:27:41
OBS006069,PATROL,PERSON,P02767,L00207,2026-06-10 01:06:51,Source PATROL recorded Aarav Patel at Warehouse 770 around 01:06.,,Synthetic_Intelligence_Feed,Analyst,EV17069,0.87,2026-04-11 09:05:41
OBS006070,INTELLIGENCE,PERSON,P00152,L01169,2025-04-06 23:03:00,Person Kavya Patel was observed near Industrial Area 830 in Dewas.,,Field_Log,Officer,EV17070,0.94,2026-07-02 14:22:47
OBS006071,ANPR,VEHICLE,V01074,L01973,2025-03-09 12:13:02,Source ANPR recorded GJ17AB4869 at Road 570 around 12:13.,V01074,ANPR_System,CCTV_System,EV17071,0.91,2026-04-29 17:01:39
OBS006072,FIELD_OBSERVATION,ORGANIZATION,O0446,L00755,2025-04-12 12:52:41,Source FIELD_OBSERVATION recorded Bansal Transport at Station 984 around 12:52.,,Field_Log,CCTV_System,EV17072,0.86,2025-10-24 08:35:37
OBS006073,CCTV,PERSON,P02668,L02276,2026-04-15 05:20:34,Person Ananya Yadav was observed near Road 275 in Surat.,V00174,Field_Log,Patrol_Unit,EV17073,0.77,2026-12-12 06:27:10
OBS006074,SURVEILLANCE,PHONE,PH01157,L02271,2026-08-26 07:47:46,Phone 913****442 was observed near Warehouse 846 in Delhi.,,Field_Log,Analyst,EV17074,0.80,2025-12-31 01:48:41
OBS006075,PATROL,PERSON,P01771,L00086,2026-12-05 04:12:19,Source PATROL recorded Kabir Singh at Warehouse 841 around 04:12.,,ANPR_System,CCTV_System,EV17075,0.76,2026-12-05 21:03:58
OBS006076,INTELLIGENCE,VEHICLE,V00489,L01674,2026-01-01 20:05:53,Source INTELLIGENCE recorded GJ89JK2946 at Market 971 around 20:05.,V00489,CCTV_Network,Patrol_Unit,EV17076,0.87,2025-07-02 01:07:54
OBS006077,ANPR,PERSON,P03687,L00090,2025-01-23 12:50:19,An observation associated Meera Yadav with the area around Road 82; corroboration is required.,,ANPR_System,CCTV_System,EV17077,0.96,2026-03-15 13:57:44
OBS006078,FIELD_OBSERVATION,ACCOUNT,A00404,L01102,2025-03-26 05:16:31,Source FIELD_OBSERVATION recorded ACCT****4447 at Hotel 28 around 05:16.,,ANPR_System,Analyst,EV17078,0.77,2025-08-12 21:27:06
OBS006079,CCTV,ACCOUNT,A00825,L00466,2026-02-25 09:24:38,An observation associated ACCT****0119 with the area around Apartment 998; corroboration is required.,,CCTV_Network,Automated_Camera,EV17079,0.78,2025-06-03 07:21:13
OBS006080,SURVEILLANCE,PERSON,P03165,L01665,2026-07-25 13:49:23,Person Pooja Sharma was observed near Junction 935 in Jaipur.,,CCTV_Network,Patrol_Unit,EV17080,0.84,2026-01-20 18:21:28
OBS006081,PATROL,PERSON,P03539,L02009,2026-06-12 00:00:55,An observation associated Rahul Saxena with the area around Road 548; corroboration is required.,,CCTV_Network,Analyst,EV17081,0.96,2026-05-12 03:16:08
OBS006082,INTELLIGENCE,PERSON,P02822,L00096,2025-08-24 03:27:03,Person Yash Jain was observed near Office 140 in Ujjain.,,Field_Log,Analyst,EV17082,0.74,2026-12-16 10:13:36
OBS006083,ANPR,VEHICLE,V00365,L02025,2025-08-30 09:58:02,Vehicle UP27EF7860 was observed near Apartment 559 in Kota.,V00365,Synthetic_Intelligence_Feed,Patrol_Unit,EV17083,0.82,2026-11-28 14:30:30
OBS006084,FIELD_OBSERVATION,ACCOUNT,A00042,L00403,2025-08-07 06:34:37,An observation associated ACCT****0590 with the area around Station 827; corroboration is required.,,Field_Log,Officer,EV17084,0.79,2025-05-10 15:47:18
OBS006085,CCTV,PERSON,P02103,L01366,2025-08-14 00:25:13,An observation associated Manish Shah with the area around Warehouse 131; corroboration is required.,,ANPR_System,Automated_Camera,EV17085,0.84,2025-09-29 20:29:05
OBS006086,SURVEILLANCE,PHONE,PH04240,L00261,2025-09-24 11:50:22,Phone 950****222 was observed near Station 319 in Jabalpur.,,Field_Log,Analyst,EV17086,0.73,2025-03-05 06:59:43
OBS006087,PATROL,PERSON,P00012,L01958,2025-11-10 02:51:08,Person Nandini Yadav was observed near Station 75 in Delhi.,,Synthetic_Intelligence_Feed,Analyst,EV17087,0.96,2026-05-25 20:23:57
OBS006088,INTELLIGENCE,PHONE,PH03602,L02145,2025-11-23 19:30:59,Source INTELLIGENCE recorded 984****119 at Apartment 80 around 19:30.,,CCTV_Network,Officer,EV17088,0.77,2025-08-28 04:08:05
OBS006089,ANPR,PERSON,P00646,L00995,2026-12-17 18:06:47,Person Ankit Bansal was observed near Apartment 399 in Kota.,,CCTV_Network,CCTV_System,EV17089,0.82,2025-04-14 11:01:41
OBS006090,FIELD_OBSERVATION,VEHICLE,V00551,L00471,2026-09-02 20:04:57,Vehicle MH59EF6943 was observed near Warehouse 450 in Delhi.,V00551,CCTV_Network,CCTV_System,EV17090,0.72,2026-11-14 17:06:50
OBS006091,CCTV,ORGANIZATION,O0150,L01786,2025-09-23 11:43:57,Source CCTV recorded Rathore Logistics at Warehouse 487 around 11:43.,,Synthetic_Intelligence_Feed,Patrol_Unit,EV17091,0.89,2026-04-19 18:44:57
OBS006092,SURVEILLANCE,ORGANIZATION,O0306,L00374,2025-03-26 16:57:25,Source SURVEILLANCE recorded Sharma Logistics at Junction 778 around 16:57.,,ANPR_System,Patrol_Unit,EV17092,0.94,2025-11-19 09:35:10
OBS006093,PATROL,PHONE,PH01368,L00034,2026-02-20 10:22:03,Phone 911****174 was observed near Hotel 925 in Kanpur.,,Field_Log,Officer,EV17093,0.73,2025-10-14 05:11:20
OBS006094,INTELLIGENCE,VEHICLE,V00533,L01415,2025-06-19 13:43:26,Vehicle RJ06GH1609 was observed near Road 690 in Indore.,V00533,Synthetic_Intelligence_Feed,Patrol_Unit,EV17094,0.94,2026-04-16 10:35:32
OBS006095,ANPR,PERSON,P00473,L02136,2026-10-13 08:24:59,An observation associated Yash Bansal with the area around Junction 902; corroboration is required.,V00475,Synthetic_Intelligence_Feed,Automated_Camera,EV17095,0.73,2025-04-19 17:28:36
OBS006096,FIELD_OBSERVATION,VEHICLE,V00202,L01193,2026-02-20 17:13:22,Source FIELD_OBSERVATION recorded MP41CD5468 at Market 986 around 17:13.,V00202,Field_Log,Patrol_Unit,EV17096,0.91,2026-11-02 07:17:13
OBS006097,CCTV,PERSON,P01002,L00644,2025-12-30 04:35:37,Source CCTV recorded Aarav Joshi at Industrial Area 216 around 04:35.,,Field_Log,Officer,EV17097,0.78,2025-07-03 00:46:23
OBS006098,SURVEILLANCE,PHONE,PH01826,L00116,2026-11-15 17:32:43,Source SURVEILLANCE recorded 950****309 at Road 364 around 17:32.,,ANPR_System,CCTV_System,EV17098,0.95,2026-07-11 15:38:39
OBS006099,PATROL,PERSON,P03015,L02004,2026-07-25 02:11:42,Person Yash Shah was observed near Office 395 in Mumbai.,V00963,Field_Log,Patrol_Unit,EV17099,0.79,2025-04-29 10:10:10
OBS006100,INTELLIGENCE,ORGANIZATION,O0204,L00398,2026-01-01 13:46:07,Organization Singh Transport was observed near Junction 984 in Jaipur.,,Synthetic_Intelligence_Feed,CCTV_System,EV17100,0.96,2025-01-25 20:17:31
OBS006101,ANPR,PERSON,P02936,L00693,2025-11-06 17:04:21,An observation associated Mohit Chauhan with the area around Junction 241; corroboration is required.,,ANPR_System,Patrol_Unit,EV17101,0.79,2025-07-02 03:14:50
OBS006102,FIELD_OBSERVATION,PERSON,P01533,L00889,2026-09-12 16:24:41,An observation associated Nikhil Shah with the area around Market 545; corroboration is required.,,Synthetic_Intelligence_Feed,Analyst,EV17102,0.83,2026-08-04 11:20:31
OBS006103,CCTV,PERSON,P02370,L02257,2026-08-03 19:23:19,Person Raj Mehta was observed near Warehouse 81 in Gurugram.,V00770,Synthetic_Intelligence_Feed,CCTV_System,EV17103,0.90,2025-02-22 19:51:40
OBS006104,SURVEILLANCE,PERSON,P00077,L00856,2026-06-22 09:02:40,An observation associated Priya Chauhan with the area around Market 190; corroboration is required.,,CCTV_Network,CCTV_System,EV17104,0.81,2025-09-11 03:52:00
OBS006105,PATROL,VEHICLE,V01178,L01706,2025-06-15 13:30:12,An observation associated MH12AB4941 with the area around Office 511; corroboration is required.,V01178,CCTV_Network,Officer,EV17105,0.82,2026-03-22 12:49:51
OBS006106,INTELLIGENCE,PHONE,PH01721,L00982,2026-04-18 01:04:04,Source INTELLIGENCE recorded 917****043 at Junction 529 around 01:04.,,ANPR_System,Automated_Camera,EV17106,0.91,2025-09-20 23:30:21
OBS006107,ANPR,PERSON,P01577,L00851,2026-02-21 12:16:38,An observation associated Manish Yadav with the area around Industrial Area 58; corroboration is required.,V00804,Field_Log,Officer,EV17107,0.96,2025-08-01 00:54:52
OBS006108,FIELD_OBSERVATION,VEHICLE,V00993,L00653,2025-09-12 23:11:15,Source FIELD_OBSERVATION recorded GJ37GH5680 at Hotel 38 around 23:11.,V00993,ANPR_System,Officer,EV17108,0.79,2025-08-23 22:31:30
OBS006109,CCTV,PERSON,P00414,L00165,2025-10-05 14:51:20,Person Rahul Rathore was observed near Industrial Area 413 in Ahmedabad.,V00390,ANPR_System,Patrol_Unit,EV17109,0.95,2026-01-20 07:36:59
OBS006110,SURVEILLANCE,PERSON,P02984,L01685,2026-04-26 03:31:11,Person Ankit Bansal was observed near Hotel 647 in Vadodara.,V00339,Field_Log,Analyst,EV17110,0.96,2026-01-06 10:10:08
OBS006111,PATROL,PERSON,P01845,L02065,2025-03-31 13:26:59,Source PATROL recorded Aarav Verma at Station 920 around 13:26.,,Field_Log,Analyst,EV17111,0.92,2025-05-07 01:54:49
OBS006112,INTELLIGENCE,PERSON,P03567,L01563,2026-10-01 05:05:39,Source INTELLIGENCE recorded Aarav Khan at Station 436 around 05:05.,V00928,CCTV_Network,CCTV_System,EV17112,0.92,2026-10-20 17:45:59
OBS006113,ANPR,PERSON,P02442,L01184,2025-08-19 00:48:57,Person Isha Malhotra was observed near Industrial Area 993 in Delhi.,,Field_Log,CCTV_System,EV17113,0.96,2026-08-06 08:00:32
OBS006114,FIELD_OBSERVATION,ACCOUNT,A00653,L00830,2025-04-10 13:53:08,An observation associated ACCT****3187 with the area around Mall 64; corroboration is required.,,CCTV_Network,Analyst,EV17114,0.84,2025-06-02 03:53:44
OBS006115,CCTV,PERSON,P02485,L02184,2025-01-16 21:45:24,Person Karan Mehta was observed near Office 76 in Nagpur.,V00128,ANPR_System,CCTV_System,EV17115,0.96,2025-04-27 14:02:31
OBS006116,SURVEILLANCE,ACCOUNT,A00478,L00768,2026-07-18 21:33:42,Account ACCT****1782 was observed near Mall 741 in Nagpur.,,Synthetic_Intelligence_Feed,Officer,EV17116,0.74,2026-03-10 12:39:07
OBS006117,PATROL,VEHICLE,V00918,L01129,2026-01-31 18:57:20,Vehicle UP95EF2694 was observed near Station 254 in Gwalior.,V00918,ANPR_System,Analyst,EV17117,0.79,2026-07-14 03:24:58
OBS006118,INTELLIGENCE,PERSON,P03122,L00939,2025-11-02 18:03:45,An observation associated Raj Chauhan with the area around Station 62; corroboration is required.,V00308,ANPR_System,Analyst,EV17118,0.77,2025-08-15 12:58:22
OBS006119,ANPR,PERSON,P02229,L01961,2026-10-31 05:19:26,Source ANPR recorded Manish Verma at Station 346 around 05:19.,V00951,Field_Log,Officer,EV17119,0.89,2025-02-03 01:56:21
OBS006120,FIELD_OBSERVATION,VEHICLE,V00279,L01012,2025-06-18 06:06:50,An observation associated DL36JK9236 with the area around Industrial Area 458; corroboration is required.,V00279,Field_Log,Automated_Camera,EV17120,0.95,2026-12-12 16:15:19
OBS006121,CCTV,PERSON,P01662,L00021,2025-06-09 12:04:11,Person Arjun Malhotra was observed near Office 181 in Vadodara.,,Field_Log,CCTV_System,EV17121,0.94,2025-06-04 23:07:16
OBS006122,SURVEILLANCE,ORGANIZATION,O0211,L00161,2026-12-12 13:11:34,An observation associated Joshi Industries with the area around Market 635; corroboration is required.,,ANPR_System,Patrol_Unit,EV17122,0.94,2025-03-09 22:23:34
OBS006123,PATROL,PERSON,P01025,L00495,2026-07-10 12:21:12,Source PATROL recorded Riya Jain at Office 131 around 12:21.,,ANPR_System,Automated_Camera,EV17123,0.87,2025-03-31 15:48:43
OBS006124,INTELLIGENCE,ACCOUNT,A00151,L00939,2026-03-30 08:28:55,Source INTELLIGENCE recorded ACCT****9830 at Station 62 around 08:28.,,Synthetic_Intelligence_Feed,Analyst,EV17124,0.91,2026-07-22 21:15:32
OBS006125,ANPR,ACCOUNT,A00516,L00395,2025-12-19 13:06:26,An observation associated ACCT****4981 with the area around Office 442; corroboration is required.,,Field_Log,Officer,EV17125,0.94,2026-03-22 18:46:26
OBS006126,FIELD_OBSERVATION,VEHICLE,V00718,L00130,2025-01-27 04:28:02,An observation associated GJ17AB3173 with the area around Apartment 756; corroboration is required.,V00718,Synthetic_Intelligence_Feed,Officer,EV17126,0.84,2026-12-12 04:54:56
OBS006127,CCTV,PHONE,PH01198,L01764,2025-10-06 00:03:33,Phone 996****422 was observed near Hotel 79 in Gurugram.,,CCTV_Network,Officer,EV17127,0.95,2026-07-12 20:49:45
OBS006128,SURVEILLANCE,PERSON,P00537,L00894,2025-12-24 19:57:56,Source SURVEILLANCE recorded Nikhil Gupta at Office 800 around 19:57.,,ANPR_System,Analyst,EV17128,0.79,2025-03-08 15:23:40
OBS006129,PATROL,ORGANIZATION,O0461,L02131,2025-03-28 15:13:12,An observation associated Sharma Services with the area around Hotel 427; corroboration is required.,,Field_Log,Patrol_Unit,EV17129,0.94,2025-11-24 03:04:28
OBS006130,INTELLIGENCE,PERSON,P01137,L02064,2025-05-28 12:47:24,Source INTELLIGENCE recorded Meera Patel at Apartment 621 around 12:47.,,ANPR_System,Analyst,EV17130,0.76,2026-10-20 06:22:48
OBS006131,ANPR,PERSON,P01960,L01338,2025-08-09 16:03:10,An observation associated Vihaan Chauhan with the area around Warehouse 937; corroboration is required.,V00249,ANPR_System,Analyst,EV17131,0.97,2026-08-04 18:07:56
OBS006132,FIELD_OBSERVATION,PERSON,P02918,L00844,2025-01-07 17:08:49,An observation associated Yash Chauhan with the area around Apartment 708; corroboration is required.,V00093,ANPR_System,Officer,EV17132,0.91,2026-11-14 16:57:41
OBS006133,CCTV,PERSON,P02692,L01342,2025-04-24 07:49:06,Source CCTV recorded Raj Chauhan at Office 712 around 07:49.,,ANPR_System,Analyst,EV17133,0.96,2026-12-05 17:46:18
OBS006134,SURVEILLANCE,PHONE,PH01741,L00023,2026-07-11 04:02:55,An observation associated 987****247 with the area around Warehouse 853; corroboration is required.,,Synthetic_Intelligence_Feed,Automated_Camera,EV17134,0.91,2026-11-17 18:39:51
OBS006135,PATROL,VEHICLE,V00590,L00533,2026-08-29 10:11:32,Source PATROL recorded DL76GH6392 at Apartment 729 around 10:11.,V00590,Field_Log,Automated_Camera,EV17135,0.83,2026-03-30 10:54:42
OBS006136,INTELLIGENCE,PERSON,P02437,L00715,2025-01-27 00:26:18,Source INTELLIGENCE recorded Varun Verma at Warehouse 161 around 00:26.,V00443,ANPR_System,Officer,EV17136,0.97,2025-08-22 03:05:44
OBS006137,ANPR,PHONE,PH01357,L02477,2025-08-05 18:19:01,An observation associated 994****143 with the area around Station 416; corroboration is required.,,CCTV_Network,Officer,EV17137,0.93,2026-06-06 14:47:39
OBS006138,FIELD_OBSERVATION,PERSON,P01649,L00091,2025-09-17 05:49:35,An observation associated Kavya Khan with the area around Warehouse 677; corroboration is required.,,Synthetic_Intelligence_Feed,CCTV_System,EV17138,0.82,2026-08-10 09:55:14
OBS006139,CCTV,PERSON,P03392,L02031,2026-09-12 16:32:49,Person Deepak Jain was observed near Warehouse 533 in Gwalior.,,Field_Log,Automated_Camera,EV17139,0.83,2026-10-16 01:02:16
OBS006140,SURVEILLANCE,VEHICLE,V00040,L00356,2026-09-15 11:54:02,Vehicle MP83JK2905 was observed near Junction 402 in Surat.,V00040,Field_Log,Automated_Camera,EV17140,0.82,2025-12-16 06:50:56
OBS006141,PATROL,PERSON,P00787,L00791,2025-05-14 15:33:42,Person Rohan Sharma was observed near Market 300 in Bhopal.,,Field_Log,Automated_Camera,EV17141,0.79,2026-09-12 01:03:56
OBS006142,INTELLIGENCE,PERSON,P01247,L01018,2025-02-10 23:49:37,An observation associated Aditya Shah with the area around Hotel 465; corroboration is required.,,CCTV_Network,CCTV_System,EV17142,0.92,2026-02-24 12:55:15
OBS006143,ANPR,PERSON,P03453,L00070,2026-08-13 20:20:12,Source ANPR recorded Isha Agarwal at Market 699 around 20:20.,,CCTV_Network,Patrol_Unit,EV17143,0.83,2025-08-05 05:41:01
OBS006144,FIELD_OBSERVATION,VEHICLE,V01003,L00169,2026-05-20 08:59:09,Source FIELD_OBSERVATION recorded RJ29EF9065 at Station 390 around 08:59.,V01003,Field_Log,CCTV_System,EV17144,0.83,2026-03-07 02:33:29
OBS006145,CCTV,PERSON,P01750,L02108,2025-07-29 10:00:02,Source CCTV recorded Pooja Verma at Market 358 around 10:00.,V01032,Field_Log,Automated_Camera,EV17145,0.80,2025-05-22 08:54:52
OBS006146,SURVEILLANCE,PERSON,P00583,L01889,2026-03-31 13:33:29,Person Sanjay Yadav was observed near Road 798 in Pune.,V00244,CCTV_Network,CCTV_System,EV17146,0.75,2026-10-21 05:46:29
OBS006147,PATROL,PERSON,P00698,L02159,2025-11-11 17:22:54,Person Raj Sharma was observed near Mall 277 in Kota.,,Field_Log,Patrol_Unit,EV17147,0.96,2025-09-20 11:34:02
OBS006148,INTELLIGENCE,VEHICLE,V01195,L00264,2026-01-28 03:50:45,An observation associated UP11CD2715 with the area around Hotel 39; corroboration is required.,V01195,ANPR_System,CCTV_System,EV17148,0.88,2025-07-05 00:37:06
OBS006149,ANPR,PERSON,P00675,L01702,2026-01-30 12:53:54,An observation associated Meera Chauhan with the area around Hotel 14; corroboration is required.,,Field_Log,Analyst,EV17149,0.80,2026-09-23 12:20:08
OBS006150,FIELD_OBSERVATION,VEHICLE,V00793,L01044,2025-09-02 08:52:06,Vehicle UP16CD3224 was observed near Mall 75 in Kota.,V00793,Synthetic_Intelligence_Feed,Automated_Camera,EV17150,0.80,2025-06-06 16:05:48
OBS006151,CCTV,PERSON,P03795,L02239,2025-12-23 02:46:12,An observation associated Rohan Bansal with the area around Junction 611; corroboration is required.,,Field_Log,Automated_Camera,EV17151,0.80,2026-06-03 15:52:51
OBS006152,SURVEILLANCE,PERSON,P02516,L02312,2026-06-13 23:47:40,Source SURVEILLANCE recorded Aarav Singh at Road 558 around 23:47.,V00577,Field_Log,Automated_Camera,EV17152,0.75,2025-11-27 11:38:14
OBS006153,PATROL,VEHICLE,V00156,L00772,2025-08-30 03:46:21,Source PATROL recorded UP67CD7694 at Market 391 around 03:46.,V00156,ANPR_System,Analyst,EV17153,0.76,2025-07-25 13:00:43
OBS006154,INTELLIGENCE,VEHICLE,V00305,L01444,2025-03-07 09:59:52,Source INTELLIGENCE recorded KA82CD2336 at Mall 432 around 09:59.,V00305,CCTV_Network,Analyst,EV17154,0.77,2026-04-09 18:40:33
OBS006155,ANPR,PERSON,P02441,L00961,2025-08-19 19:09:35,An observation associated Ananya Jain with the area around Junction 348; corroboration is required.,V00596,CCTV_Network,CCTV_System,EV17155,0.80,2025-07-08 05:21:39
OBS006156,FIELD_OBSERVATION,VEHICLE,V01102,L00338,2026-10-23 02:01:56,An observation associated DL25CD5495 with the area around Station 79; corroboration is required.,V01102,Synthetic_Intelligence_Feed,Analyst,EV17156,0.81,2026-07-12 16:06:24
OBS006157,CCTV,PERSON,P00107,L00768,2026-03-30 12:53:13,Source CCTV recorded Raj Verma at Mall 741 around 12:53.,,Synthetic_Intelligence_Feed,Officer,EV17157,0.91,2026-10-09 13:07:31
OBS006158,SURVEILLANCE,PERSON,P03106,L01859,2026-09-10 12:36:28,Source SURVEILLANCE recorded Manish Agarwal at Office 696 around 12:36.,,Synthetic_Intelligence_Feed,CCTV_System,EV17158,0.73,2026-05-07 08:39:50
OBS006159,PATROL,PERSON,P03376,L02264,2025-07-30 01:00:16,Person Ananya Sharma was observed near Hotel 107 in Kota.,,CCTV_Network,CCTV_System,EV17159,0.96,2025-02-27 02:41:42
OBS006160,INTELLIGENCE,PERSON,P00313,L00773,2025-07-17 09:53:26,An observation associated Ananya Singh with the area around Apartment 784; corroboration is required.,,Synthetic_Intelligence_Feed,Patrol_Unit,EV17160,0.89,2025-05-04 11:21:03
OBS006161,ANPR,VEHICLE,V00835,L01757,2025-08-26 16:28:28,Vehicle RJ56EF9814 was observed near Road 270 in Jabalpur.,V00835,CCTV_Network,Patrol_Unit,EV17161,0.88,2025-11-09 20:54:44
